feature,importance,feature_type
combo_5d_150m_100s,0.0,Interview
combo_5d_150m_120s,0.0,Interview
combo_5d_180m_80s,0.0,Interview
combo_5d_180m_100s,0.0,Interview
combo_5d_180m_120s,0.0,Interview
combo_5d_200m_80s,0.0,Interview
combo_5d_200m_100s,0.0,Interview
combo_5d_200m_120s,0.0,Interview
combo_5d_220m_80s,0.0,Interview
combo_5d_220m_100s,0.0,Interview
combo_5d_220m_120s,0.0,Interview
combo_6d_150m_80s,0.0,Interview
combo_6d_150m_100s,0.0,Interview
combo_6d_150m_120s,0.0,Interview
combo_6d_180m_80s,0.0,Interview
combo_6d_180m_100s,0.0,Interview
combo_6d_180m_120s,0.0,Interview
combo_6d_200m_80s,0.0,Interview
combo_6d_200m_100s,0.0,Interview
combo_6d_200m_120s,0.0,Interview
combo_6d_220m_80s,0.0,Interview
combo_6d_220m_100s,0.0,Interview
combo_6d_220m_120s,0.0,Interview
combo_7d_150m_80s,0.0,Interview
combo_7d_150m_100s,0.0,Interview
combo_7d_150m_120s,0.0,Interview
combo_7d_180m_80s,0.0,Interview
combo_7d_180m_100s,0.0,Interview
combo_7d_180m_120s,0.0,Interview
combo_7d_200m_80s,0.0,Interview
combo_7d_200m_100s,0.0,Interview
combo_7d_200m_120s,0.0,Interview
combo_7d_220m_80s,0.0,Interview
combo_7d_220m_100s,0.0,Interview
combo_7d_220m_120s,0.0,Interview
vacation_penalty_7d_120s,0.0,Interview
vacation_penalty_7d_200s,0.0,Interview
vacation_penalty_8d_120s,0.0,Interview
vacation_penalty_9d_120s,0.0,Interview
vacation_penalty_9d_150s,0.0,Interview
vacation_penalty_9d_180s,0.0,Interview
vacation_penalty_9d_200s,0.0,Interview
vacation_penalty_10d_120s,0.0,Interview
vacation_penalty_10d_150s,0.0,Interview
vacation_penalty_10d_180s,0.0,Interview
vacation_penalty_10d_200s,0.0,Interview
low_receipt_penalty_20,0.0,Interview
low_receipt_penalty_30,0.0,Interview
low_receipt_penalty_40,0.0,Interview
low_receipt_penalty_50,0.0,Interview
low_receipt_penalty_60,0.0,Interview
low_receipt_penalty_75,0.0,Interview
pseudo_season_0,0.0,Engineering
pseudo_season_2,0.0,Engineering
pseudo_season_4,0.0,Engineering
pseudo_season_5,0.0,Engineering
pseudo_season_6,0.0,Engineering
pseudo_season_7,0.0,Engineering
pseudo_season_11,0.0,Engineering
miles_quartile_0,0.0,Engineering
miles_quartile_1,0.0,Engineering
miles_quartile_3,0.0,Engineering
duration_quartile_0,0.0,Interview
duration_quartile_1,0.0,Interview
duration_quartile_3,0.0,Interview
receipts_quartile_0,0.0,Engineering
receipts_quartile_3,0.0,Engineering
miles_per_day_quartile_0,0.0,Engineering
miles_per_day_quartile_1,0.0,Engineering
miles_per_day_quartile_2,0.0,Engineering
miles_per_day_quartile_3,0.0,Engineering
business_week,0.0,Engineering
long_weekend,0.0,Engineering
extended_trip,0.0,Engineering
receipts_duration_product,0.0,Interview
interview_transform_0_sq,0.0,Interview
interview_transform_1_sq,0.0,Interview
interview_transform_1_cube,0.0,Interview
interview_interaction_6,0.0,Interview
interview_interaction_9,0.0,Interview
interview_interaction_10,0.0,Interview
interview_interaction_11,0.0,Interview
interview_interaction_12,0.0,Interview
interview_interaction_13,0.0,Interview
interview_interaction_14,0.0,Interview
interview_interaction_16,0.0,Interview
interview_interaction_17,0.0,Interview
interview_interaction_18,0.0,Interview
interview_interaction_19,0.0,Interview
interview_interaction_23,0.0,Interview
interview_interaction_27,0.0,Interview
interview_interaction_28,0.0,Interview
interview_interaction_30,0.0,Interview
interview_interaction_32,0.0,Interview
interview_interaction_35,0.0,Interview
interview_interaction_37,0.0,Interview
interview_interaction_39,0.0,Interview
interview_interaction_40,0.0,Interview
interview_interaction_42,0.0,Interview
interview_interaction_44,0.0,Interview
interview_interaction_49,0.0,Interview
interview_interaction_54,0.0,Interview
interview_interaction_56,0.0,Interview
interview_interaction_57,0.0,Interview
interview_interaction_58,0.0,Interview
interview_interaction_59,0.0,Interview
interview_interaction_62,0.0,Interview
interview_interaction_64,0.0,Interview
interview_interaction_68,0.0,Interview
interview_interaction_69,0.0,Interview
interview_interaction_73,0.0,Interview
interview_interaction_74,0.0,Interview
interview_interaction_77,0.0,Interview
interview_interaction_79,0.0,Interview
interview_interaction_80,0.0,Interview
interview_interaction_83,0.0,Interview
interview_interaction_84,0.0,Interview
interview_interaction_86,0.0,Interview
interview_interaction_89,0.0,Interview
interview_interaction_91,0.0,Interview
interview_interaction_92,0.0,Interview
interview_interaction_94,0.0,Interview
interview_interaction_95,0.0,Interview
interview_interaction_97,0.0,Interview
interview_interaction_98,0.0,Interview
interview_interaction_99,0.0,Interview
interview_interaction_102,0.0,Interview
interview_interaction_104,0.0,Interview
interview_interaction_106,0.0,Interview
interview_interaction_107,0.0,Interview
interview_interaction_109,0.0,Interview
interview_interaction_112,0.0,Interview
interview_interaction_113,0.0,Interview
interview_interaction_114,0.0,Interview
interview_interaction_119,0.0,Interview
interview_interaction_122,0.0,Interview
interview_interaction_123,0.0,Interview
interview_interaction_124,0.0,Interview
interview_interaction_125,0.0,Interview
interview_interaction_129,0.0,Interview
interview_interaction_132,0.0,Interview
interview_interaction_134,0.0,Interview
interview_interaction_137,0.0,Interview
interview_interaction_138,0.0,Interview
interview_interaction_139,0.0,Interview
interview_interaction_142,0.0,Interview
interview_interaction_152,0.0,Interview
interview_interaction_153,0.0,Interview
interview_interaction_155,0.0,Interview
interview_interaction_156,0.0,Interview
interview_interaction_157,0.0,Interview
interview_interaction_159,0.0,Interview
interview_interaction_161,0.0,Interview
interview_interaction_162,0.0,Interview
interview_interaction_168,0.0,Interview
interview_interaction_169,0.0,Interview
interview_interaction_171,0.0,Interview
interview_interaction_173,0.0,Interview
interview_interaction_177,0.0,Interview
interview_interaction_178,0.0,Interview
interview_interaction_179,0.0,Interview
interview_interaction_180,0.0,Interview
interview_interaction_183,0.0,Interview
interview_interaction_186,0.0,Interview
interview_interaction_187,0.0,Interview
interview_interaction_189,0.0,Interview
interview_interaction_192,0.0,Interview
interview_interaction_195,0.0,Interview
interview_interaction_197,0.0,Interview
interview_interaction_199,0.0,Interview
interview_interaction_201,0.0,Interview
interview_interaction_203,0.0,Interview
interview_interaction_206,0.0,Interview
interview_interaction_207,0.0,Interview
interview_interaction_208,0.0,Interview
interview_interaction_209,0.0,Interview
interview_interaction_214,0.0,Interview
interview_interaction_219,0.0,Interview
interview_interaction_221,0.0,Interview
interview_interaction_224,0.0,Interview
interview_interaction_228,0.0,Interview
interview_interaction_229,0.0,Interview
interview_interaction_232,0.0,Interview
interview_interaction_237,0.0,Interview
interview_interaction_239,0.0,Interview
interview_interaction_244,0.0,Interview
interview_interaction_245,0.0,Interview
interview_interaction_246,0.0,Interview
interview_interaction_247,0.0,Interview
interview_interaction_249,0.0,Interview
interview_interaction_252,0.0,Interview
interview_interaction_257,0.0,Interview
interview_interaction_258,0.0,Interview
interview_interaction_259,0.0,Interview
log_duration,0.0,Interview
log2_duration,0.0,Interview
log10_duration,0.0,Interview
sqrt_duration,0.0,Interview
cbrt_duration,0.0,Interview
log2_miles,0.0,Engineering
log10_miles,0.0,Engineering
duration_power_0.25,0.0,Interview
miles_power_0.25,0.0,Engineering
duration_power_0.5,0.0,Interview
miles_power_0.5,0.0,Engineering
duration_power_1.5,0.0,Interview
miles_power_1.5,0.0,Engineering
duration_power_2,0.0,Interview
duration_power_2.5,0.0,Interview
miles_power_2.5,0.0,Engineering
duration_power_3,0.0,Interview
duration_power_4,0.0,Interview
cos_duration_freq_3,0.0,Interview
cos_duration_freq_5,0.0,Interview
duration_mod_17,0.0,Interview
duration_mod_19,0.0,Interview
duration_mod_23,0.0,Interview
poly_0_0_2,0.0,Engineering
poly_0_0_3,0.0,Engineering
poly_0_1_0,0.0,Engineering
poly_0_3_0,0.0,Engineering
poly_1_0_0,0.0,Engineering
poly_1_0_1,0.0,Engineering
poly_2_0_0,0.0,Engineering
poly_3_0_0,0.0,Engineering
poly_4_0_0,0.0,Engineering
duration_step_0,0.0,Interview
duration_step_1,0.0,Interview
duration_step_2,0.0,Interview
duration_step_3,0.0,Interview
duration_step_4,0.0,Interview
duration_step_5,0.0,Interview
duration_step_6,0.0,Interview
miles_step_0,0.0,Engineering
miles_step_1,0.0,Engineering
miles_step_2,0.0,Engineering
miles_step_3,0.0,Engineering
miles_step_4,0.0,Engineering
miles_step_5,0.0,Engineering
miles_step_6,0.0,Engineering
receipts_step_0,0.0,Engineering
receipts_step_1,0.0,Engineering
receipts_step_2,0.0,Engineering
receipts_step_3,0.0,Engineering
receipts_step_4,0.0,Engineering
receipts_step_5,0.0,Engineering
receipts_step_6,0.0,Engineering
row_min,0.0,Engineering
exp_duration,0.0,Interview
sinh_duration,0.0,Interview
cosh_duration,0.0,Interview
tanh_duration,0.0,Interview
sinh_miles,0.0,Engineering
cosh_miles,0.0,Engineering
duration_bin_3_0,0.0,Interview
duration_bin_3_1,0.0,Interview
duration_bin_3_2,0.0,Interview
miles_bin_3_0,0.0,Engineering
miles_bin_3_1,0.0,Engineering
miles_bin_3_2,0.0,Engineering
receipts_bin_3_0,0.0,Engineering
receipts_bin_3_2,0.0,Engineering
duration_bin_5_0,0.0,Interview
duration_bin_5_2,0.0,Interview
duration_bin_5_3,0.0,Interview
duration_bin_5_4,0.0,Interview
miles_bin_5_0,0.0,Engineering
miles_bin_5_1,0.0,Engineering
miles_bin_5_2,0.0,Engineering
miles_bin_5_4,0.0,Engineering
receipts_bin_5_0,0.0,Engineering
receipts_bin_5_1,0.0,Engineering
receipts_bin_5_3,0.0,Engineering
receipts_bin_5_4,0.0,Engineering
duration_bin_8_0,0.0,Interview
duration_bin_8_1,0.0,Interview
duration_bin_8_2,0.0,Interview
duration_bin_8_5,0.0,Interview
duration_bin_8_6,0.0,Interview
duration_bin_8_7,0.0,Interview
miles_bin_8_0,0.0,Engineering
miles_bin_8_2,0.0,Engineering
miles_bin_8_3,0.0,Engineering
miles_bin_8_5,0.0,Engineering
miles_bin_8_6,0.0,Engineering
miles_bin_8_7,0.0,Engineering
receipts_bin_8_0,0.0,Engineering
receipts_bin_8_3,0.0,Engineering
receipts_bin_8_4,0.0,Engineering
receipts_bin_8_6,0.0,Engineering
receipts_bin_8_7,0.0,Engineering
duration_bin_10_0,0.0,Interview
duration_bin_10_1,0.0,Interview
duration_bin_10_3,0.0,Interview
duration_bin_10_4,0.0,Interview
duration_bin_10_7,0.0,Interview
duration_bin_10_8,0.0,Interview
duration_bin_10_9,0.0,Interview
miles_bin_10_0,0.0,Engineering
miles_bin_10_1,0.0,Engineering
miles_bin_10_2,0.0,Engineering
miles_bin_10_4,0.0,Engineering
miles_bin_10_5,0.0,Engineering
miles_bin_10_6,0.0,Engineering
miles_bin_10_7,0.0,Engineering
miles_bin_10_8,0.0,Engineering
miles_bin_10_9,0.0,Engineering
receipts_bin_10_0,0.0,Engineering
receipts_bin_10_2,0.0,Engineering
receipts_bin_10_3,0.0,Engineering
receipts_bin_10_5,0.0,Engineering
receipts_bin_10_6,0.0,Engineering
receipts_bin_10_8,0.0,Engineering
receipts_bin_10_9,0.0,Engineering
eng_complex_2,0.0,Engineering
eng_complex_6,0.0,Engineering
eng_complex_9,0.0,Engineering
eng_complex_10,0.0,Engineering
eng_complex_11,0.0,Engineering
eng_complex_13,0.0,Engineering
eng_complex_16,0.0,Engineering
eng_complex_17,0.0,Engineering
eng_complex_19,0.0,Engineering
eng_complex_20,0.0,Engineering
eng_complex_23,0.0,Engineering
eng_complex_27,0.0,Engineering
eng_complex_29,0.0,Engineering
eng_complex_35,0.0,Engineering
eng_complex_37,0.0,Engineering
eng_complex_38,0.0,Engineering
eng_complex_39,0.0,Engineering
eng_complex_40,0.0,Engineering
eng_complex_41,0.0,Engineering
eng_complex_42,0.0,Engineering
eng_complex_47,0.0,Engineering
eng_complex_50,0.0,Engineering
eng_complex_53,0.0,Engineering
eng_complex_56,0.0,Engineering
eng_complex_58,0.0,Engineering
eng_complex_64,0.0,Engineering
eng_complex_65,0.0,Engineering
eng_complex_68,0.0,Engineering
eng_complex_71,0.0,Engineering
eng_complex_77,0.0,Engineering
eng_complex_78,0.0,Engineering
eng_complex_83,0.0,Engineering
eng_complex_86,0.0,Engineering
eng_complex_88,0.0,Engineering
eng_complex_89,0.0,Engineering
eng_complex_91,0.0,Engineering
eng_complex_95,0.0,Engineering
eng_complex_97,0.0,Engineering
eng_complex_100,0.0,Engineering
eng_complex_101,0.0,Engineering
eng_complex_105,0.0,Engineering
eng_complex_106,0.0,Engineering
eng_complex_107,0.0,Engineering
eng_complex_108,0.0,Engineering
eng_complex_109,0.0,Engineering
eng_complex_110,0.0,Engineering
eng_complex_113,0.0,Engineering
eng_complex_119,0.0,Engineering
eng_complex_122,0.0,Engineering
eng_complex_123,0.0,Engineering
eng_complex_124,0.0,Engineering
eng_complex_127,0.0,Engineering
eng_complex_132,0.0,Engineering
eng_complex_133,0.0,Engineering
eng_complex_134,0.0,Engineering
eng_complex_135,0.0,Engineering
eng_complex_137,0.0,Engineering
eng_complex_140,0.0,Engineering
eng_complex_145,0.0,Engineering
eng_complex_147,0.0,Engineering
eng_complex_150,0.0,Engineering
eng_complex_151,0.0,Engineering
eng_complex_154,0.0,Engineering
eng_complex_155,0.0,Engineering
eng_complex_156,0.0,Engineering
eng_complex_159,0.0,Engineering
eng_complex_163,0.0,Engineering
eng_complex_167,0.0,Engineering
eng_complex_173,0.0,Engineering
eng_complex_175,0.0,Engineering
eng_complex_176,0.0,Engineering
eng_complex_182,0.0,Engineering
eng_complex_183,0.0,Engineering
eng_complex_185,0.0,Engineering
eng_complex_187,0.0,Engineering
